Year,Month,Jurisdiction,Covid_Deaths,Total_Deaths,Pneumonia_Deaths,Influenza_Deaths,Pneumonia_Influenza_Deaths,Pneumonia_Influenza_Covid,Local_Trips,Interstate_Trips,Long_Distance_Trips
2023,3,Wyoming,160.0,948.0,121.0,0.0,121.0,164.0,81166851.0,8072709.0,1533489.0
2023,4,California,1316.0,56008.0,4963.0,84.0,5019.0,6081.0,4155424547.0,298985062.0,45705410.0
2023,4,Florida,1156.0,43138.0,3568.0,50.0,3620.0,4256.0,2464686411.0,136461136.0,24634341.0
2023,4,Georgia,762.0,17974.0,998.0,9.0,1015.0,1284.0,1232573665.0,96193924.0,17294757.0
2023,4,New York,1979.0,32137.0,2555.0,64.0,2700.0,3469.0,2895489957.0,134976454.0,20835143.0
2023,4,North Carolina,684.0,20000.0,1539.0,18.0,1552.0,1885.0,1311467341.0,90575096.0,15424459.0
2023,4,Wyoming,208.0,1350.0,165.0,0.0,165.0,246.0,81795431.0,8501245.0,1629221.0
2023,5,California,1114.0,42908.0,3711.0,63.0,3747.0,4459.0,4265645000.0,296150227.0,45292027.0
2023,5,Florida,1158.0,33780.0,2674.0,55.0,2919.0,3404.0,2493072276.0,136859655.0,24037029.0
2023,5,Georgia,665.0,14124.0,916.0,8.0,931.0,1175.0,1261148525.0,97394357.0,16781299.0
2023,5,New York,1825.0,23986.0,1860.0,40.0,1879.0,1964.0,3010003546.0,137761341.0,19458554.0
2023,5,North Carolina,733.0,15786.0,1135.0,6.0,1143.0,1360.0,1356183136.0,95099647.0,14689214.0
2023,5,Wyoming,96.0,1008.0,88.0,0.0,88.0,144.0,85768889.0,8815107.0,1644687.0
2023,6,California,983.0,42474.0,3663.0,84.0,3703.0,4313.0,3996331824.0,287038484.0,48011110.0
2023,6,Florida,1059.0,33978.0,2244.0,40.0,2269.0,2630.0,2354405966.0,132946989.0,24451272.0
2023,6,Georgia,470.0,13794.0,666.0,4.0,671.0,792.0,1189401125.0,91963179.0,16144931.0
2023,6,New York,1797.0,24707.0,1886.0,52.0,1911.0,2144.0,2843051037.0,134713506.0,19439156.0
2023,6,North Carolina,580.0,15614.0,925.0,22.0,1037.0,1225.0,1287394808.0,91244907.0,13977698.0
2023,6,Wyoming,32.0,1061.0,99.0,0.0,99.0,162.0,82157455.0,8666259.0,1620574.0
2023,7,California,1508.0,52462.0,3775.0,49.0,3799.0,4375.0,4291366750.0,310122837.0,48994534.0
2023,7,Florida,1759.0,43338.0,3385.0,80.0,3450.0,4091.0,2453879229.0,135968501.0,25695539.0
2023,7,Georgia,599.0,16972.0,799.0,4.0,806.0,969.0,1260309418.0,96166428.0,16464770.0
2023,7,New York,2025.0,30448.0,2405.0,32.0,2325.0,2594.0,2974887838.0,149502739.0,23689572.0
2023,7,North Carolina,661.0,19012.0,1242.0,8.0,1250.0,1341.0,1341795261.0,96741634.0,15332390.0
2023,7,Wyoming,96.0,1156.0,154.0,0.0,154.0,252.0,88907375.0,9905572.0,1826772.0
2023,8,California,822.0,42060.0,2908.0,63.0,2925.0,3471.0,4266431283.0,301148127.0,48994023.0
2023,8,Florida,1218.0,34698.0,2489.0,45.0,2522.0,3131.0,2430430412.0,133588302.0,24513365.0
2023,8,Georgia,623.0,14146.0,620.0,5.0,626.0,798.0,1255740441.0,97261751.0,17505423.0
2023,8,New York,1490.0,24101.0,1952.0,40.0,1971.0,2277.0,2948000539.0,142478944.0,19641198.0
2023,8,North Carolina,520.0,15814.0,1051.0,8.0,1056.0,1279.0,1321930219.0,97222817.0,15374551.0
2023,8,Wyoming,64.0,1078.0,121.0,0.0,121.0,192.0,92805730.0,9944604.0,1833279.0
2023,9,California,1038.0,41620.0,3335.0,35.0,3367.0,4133.0,4169290781.0,294141447.0,47878037.0
2023,9,Florida,1348.0,33956.0,2750.0,60.0,2802.0,3413.0,2480661200.0,134486890.0,25240271.0
2023,9,Georgia,593.0,13971.0,731.0,7.0,746.0,1003.0,1238761300.0,97615170.0,17740624.0
2023,9,New York,1745.0,27158.0,1776.0,32.0,1791.0,2326.0,2840402511.0,137688788.0,18581742.0
2023,9,North Carolina,672.0,16072.0,1095.0,8.0,1100.0,1419.0,1311657780.0,96994674.0,15538249.0
2023,9,Wyoming,144.0,1000.0,131.0,0.0,131.0,194.0,88858951.0,9380029.0,1784894.0
2023,10,California,1260.0,33584.0,2534.0,70.0,2560.0,3459.0,4394359290.0,310377760.0,49285139.0
2023,10,Florida,1133.0,28423.0,1890.0,50.0,2119.0,2519.0,2549676286.0,139956747.0,27547354.0
2023,10,Georgia,560.0,10054.0,443.0,8.0,536.0,707.0,1247016715.0,99231682.0,17825203.0
2023,10,New York,1660.0,24985.0,1956.0,32.0,1972.0,2599.0,2975841399.0,140219701.0,20794550.0
2023,10,North Carolina,799.0,13680.0,945.0,14.0,954.0,1362.0,1334301990.0,97520706.0,16131085.0
2023,10,Wyoming,128.0,695.0,99.0,0.0,99.0,162.0,86790109.0,8820042.0,1611928.0
