Year,Month,Jurisdiction,Covid_Deaths,Total_Deaths,Pneumonia_Deaths,Influenza_Deaths,Pneumonia_Influenza_Deaths,Pneumonia_Influenza_Covid
2020,3,Maine,88.0,3738.0,369.0,0.0,395.0,483.0
2020,3,Maryland,440.0,11511.0,1142.0,62.0,1302.0,1532.0
2020,3,Massachusetts,914.0,16932.0,1393.0,108.0,1470.0,1746.0
2020,3,Michigan,2044.0,23472.0,2627.0,249.0,2972.0,3926.0
2020,3,Minnesota,256.0,10926.0,853.0,91.0,901.0,1034.0
2020,3,Mississippi,355.0,7986.0,682.0,0.0,766.0,896.0
2020,3,Missouri,400.0,12850.0,963.0,132.0,1122.0,1274.0
2020,3,Montana,116.0,2810.0,247.0,0.0,292.0,372.0
2020,3,Nebraska,170.0,4767.0,384.0,0.0,408.0,516.0
2020,3,Nevada,316.0,7179.0,654.0,0.0,631.0,691.0
2020,3,New Hampshire,103.0,3515.0,257.0,0.0,268.0,349.0
2020,3,New Jersey,3449.0,21437.0,3061.0,69.0,3170.0,4766.0
2020,3,New Mexico,159.0,5594.0,423.0,0.0,389.0,441.0
2020,3,New York,13156.0,55658.0,9877.0,786.0,11105.0,18085.0
2020,3,North Carolina,906.0,19874.0,1375.0,151.0,1548.0,1663.0
2020,3,North Dakota,80.0,1701.0,218.0,0.0,232.0,290.0
2020,3,Ohio,1087.0,25440.0,2025.0,234.0,2388.0,2852.0
2020,3,Oklahoma,471.0,10694.0,832.0,83.0,1005.0,1114.0
2020,3,Oregon,378.0,10250.0,509.0,33.0,580.0,626.0
2020,3,Pennsylvania,835.0,27718.0,2370.0,262.0,2658.0,3202.0
2020,3,Rhode Island,152.0,2552.0,235.0,0.0,243.0,356.0
2020,3,South Carolina,369.0,12203.0,844.0,11.0,912.0,1048.0
2020,3,South Dakota,196.0,2403.0,255.0,0.0,265.0,349.0
2020,3,Tennessee,517.0,15014.0,1215.0,59.0,1319.0,1415.0
2020,3,Texas,1078.0,41514.0,4086.0,264.0,4351.0,4917.0
2020,3,Utah,160.0,5339.0,444.0,0.0,481.0,617.0
2020,3,Vermont,38.0,1350.0,125.0,0.0,138.0,173.0
2020,3,Virginia,755.0,18890.0,1449.0,42.0,1568.0,1966.0
2020,3,Washington,894.0,13820.0,1406.0,73.0,1532.0,1942.0
2020,3,West Virginia,98.0,6807.0,611.0,10.0,581.0,679.0
2020,3,Wisconsin,410.0,12171.0,795.0,136.0,942.0,1148.0
2020,3,Wyoming,32.0,1391.0,170.0,0.0,176.0,246.0
2020,4,Alabama,666.0,9262.0,761.0,0.0,773.0,1265.0
2020,4,Alaska,70.0,914.0,120.0,0.0,120.0,192.0
2020,4,Arizona,820.0,10850.0,1022.0,0.0,1032.0,1470.0
2020,4,Arkansas,366.0,6387.0,473.0,0.0,477.0,494.0
2020,4,California,3998.0,47496.0,5962.0,63.0,6006.0,7920.0
2020,4,Colorado,1720.0,9018.0,1338.0,4.0,1346.0,2236.0
2020,4,Connecticut,4860.0,12297.0,1376.0,0.0,1352.0,5170.0
2020,4,Delaware,481.0,2456.0,294.0,0.0,294.0,571.0
2020,4,Florida,2502.0,35160.0,3623.0,60.0,3671.0,4914.0
2020,4,Georgia,2026.0,16102.0,1858.0,10.0,1882.0,3082.0
2020,4,Hawaii,105.0,2225.0,149.0,0.0,150.0,188.0
2020,4,Idaho,193.0,3215.0,220.0,0.0,220.0,351.0
2020,4,Illinois,5060.0,24008.0,3906.0,14.0,3932.0,6386.0
2020,4,Indiana,2237.0,12446.0,1839.0,9.0,1858.0,3198.0
2020,4,Iowa,405.0,6955.0,470.0,8.0,481.0,711.0
2020,4,Kansas,444.0,5620.0,552.0,6.0,567.0,599.0
2020,4,Kentucky,604.0,8520.0,887.0,8.0,904.0,1168.0
2020,4,Louisiana,2972.0,11159.0,1804.0,0.0,1818.0,3414.0
2020,4,Maine,207.0,3175.0,246.0,0.0,249.0,400.0
2020,4,Maryland,2650.0,12208.0,1758.0,22.0,1807.0,3436.0
2020,4,Massachusetts,8168.0,21843.0,3872.0,20.0,3896.0,9128.0
2020,4,Michigan,6778.0,24090.0,4651.0,22.0,4688.0,8178.0
2020,4,Minnesota,948.0,9718.0,799.0,8.0,810.0,1386.0
2020,4,Mississippi,594.0,6347.0,676.0,0.0,678.0,1006.0
2020,4,Missouri,852.0,11012.0,841.0,4.0,848.0,1378.0
2020,4,Montana,203.0,2115.0,193.0,0.0,173.0,254.0
2020,4,Nebraska,283.0,3908.0,294.0,0.0,297.0,465.0
2020,4,Nevada,450.0,6031.0,633.0,0.0,635.0,749.0
2020,4,New Hampshire,273.0,2290.0,236.0,0.0,238.0,447.0
2020,4,New Jersey,16822.0,34905.0,9594.0,11.0,9634.0,18328.0
2020,4,New Mexico,384.0,4739.0,384.0,0.0,385.0,586.0
2020,4,New York,40567.0,75640.0,20088.0,1235.0,21315.0,43895.0
2020,4,North Carolina,888.0,16142.0,1264.0,20.0,1290.0,1872.0
2020,4,North Dakota,200.0,1309.0,171.0,0.0,171.0,244.0
2020,4,Ohio,2168.0,21680.0,2150.0,36.0,2193.0,3479.0
2020,4,Oklahoma,532.0,7028.0,746.0,10.0,763.0,1102.0
2020,4,Oregon,356.0,8546.0,408.0,4.0,414.0,530.0
2020,4,Pennsylvania,7190.0,29052.0,3976.0,21.0,4000.0,8588.0
2020,4,Rhode Island,763.0,2788.0,430.0,0.0,434.0,878.0
2020,4,South Carolina,549.0,8608.0,735.0,0.0,743.0,1096.0
2020,4,South Dakota,254.0,1839.0,182.0,0.0,206.0,311.0
2020,4,Tennessee,430.0,11612.0,1006.0,8.0,1016.0,1216.0
2020,4,Texas,2193.0,34120.0,3465.0,99.0,3521.0,5050.0
2020,4,Utah,289.0,3826.0,230.0,0.0,239.0,364.0
2020,4,Vermont,74.0,1075.0,54.0,0.0,55.0,128.0
2020,4,Virginia,2028.0,17570.0,1656.0,0.0,1678.0,2722.0
2020,4,Washington,932.0,10605.0,964.0,9.0,980.0,1416.0
2020,4,West Virginia,376.0,5379.0,494.0,0.0,500.0,688.0
2020,4,Wisconsin,592.0,11028.0,634.0,5.0,657.0,1078.0
2020,4,Wyoming,144.0,948.0,132.0,0.0,132.0,199.0
2020,5,Alabama,1014.0,11720.0,983.0,0.0,993.0,1713.0
2020,5,Alaska,28.0,1242.0,140.0,0.0,140.0,224.0
2020,5,Arizona,1411.0,14044.0,1460.0,0.0,1462.0,2118.0
2020,5,Arkansas,444.0,7725.0,525.0,0.0,530.0,595.0
2020,5,California,4896.0,55824.0,6633.0,77.0,6668.0,9154.0
2020,5,Colorado,968.0,8990.0,800.0,0.0,800.0,1337.0
2020,5,Connecticut,2912.0,11112.0,1035.0,0.0,1039.0,3208.0
2020,5,Delaware,595.0,2986.0,355.0,0.0,355.0,704.0
2020,5,Florida,2490.0,42388.0,3838.0,40.0,3876.0,5258.0
2020,5,Georgia,1668.0,18796.0,1642.0,5.0,1650.0,2688.0
2020,5,Hawaii,60.0,2859.0,224.0,0.0,225.0,271.0
2020,5,Idaho,360.0,3577.0,374.0,0.0,374.0,411.0
2020,5,Illinois,6105.0,27646.0,4072.0,10.0,4078.0,7360.0
2020,5,Indiana,2010.0,14716.0,1500.0,7.0,1509.0,2759.0
2020,5,Iowa,997.0,8349.0,622.0,0.0,626.0,1322.0
2020,5,Kansas,464.0,6102.0,531.0,2.0,538.0,702.0
2020,5,Kentucky,682.0,10993.0,916.0,2.0,918.0,1176.0
2020,5,Louisiana,1594.0,10720.0,1285.0,0.0,1289.0,2134.0
2020,5,Maine,299.0,4009.0,252.0,0.0,252.0,397.0
2020,5,Maryland,3282.0,14489.0,1858.0,2.0,1864.0,3892.0
2020,5,Massachusetts,5730.0,18469.0,2666.0,6.0,2674.0,6390.0
2020,5,Michigan,2548.0,21060.0,2217.0,16.0,2319.0,3862.0
2020,5,Minnesota,1576.0,10849.0,931.0,7.0,942.0,2107.0
2020,5,Mississippi,994.0,8363.0,936.0,0.0,982.0,1568.0
2020,5,Missouri,978.0,12762.0,942.0,2.0,947.0,1587.0
2020,5,Montana,116.0,2650.0,235.0,0.0,235.0,325.0
2020,5,Nebraska,382.0,4940.0,404.0,0.0,404.0,495.0
2020,5,Nevada,514.0,6898.0,501.0,0.0,501.0,560.0
2020,5,New Hampshire,506.0,3706.0,296.0,0.0,296.0,649.0
2020,5,New Jersey,6476.0,21217.0,3919.0,0.0,3920.0,7466.0
2020,5,New Mexico,498.0,6122.0,411.0,0.0,414.0,686.0
2020,5,New York,11070.0,40153.0,6270.0,44.0,6287.0,13261.0
2020,5,North Carolina,1244.0,20160.0,1456.0,14.0,1464.0,2250.0
2020,5,North Dakota,213.0,1771.0,193.0,0.0,193.0,255.0
2020,5,Ohio,2416.0,26158.0,2194.0,12.0,2206.0,3810.0
